A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID,,
白犀牛,,,白犀牛,"MULTIPOINT ((121.5884721 24.9941815), (121.5868279 24.9944757), (121.5868534 24.9940406))",非洲動物區,,"White Rhinoceros,Square-Lipped Rhinoceros",Ceratotherium simum,脊索動物門,哺乳綱,奇蹄目,犀牛科,接近受威脅 NT,南非；博茨瓦納、埃斯瓦蒂尼、納米比亞、烏干達、津巴布韋有再引入的族群；肯亞、尚比亞共和國有輔助定居(Assisted Colonisation)的族群。,白犀牛棲息在地形平坦、灌木濃密、有食物及水源的地方。,"1. 體色由黃棕色到灰色，耳朵邊緣與尾巴有剛毛，其餘部分則無毛，上唇為方形。
 2. 腳短身體粗壯皮厚又粗糙。","1. 名稱來自於荷蘭文「wijd」，意思為「wide」（寬平），針對牠們寬平的嘴唇而言，後來被人誤稱為「white」（白色），故稱「白犀牛」，又名「方嘴犀」。牠們寬平的唇部，可像割草機般啃食地上的草。
 2. 白犀牛的視力很差，主要依靠聽覺和嗅覺，奔跑時速可達40km。比黑犀牛溫和，較不具攻擊性。
 3. 白犀牛會成群活動，群中通常是母犀牛與小犀牛；成年的雄犀牛則多半是獨居，牠們會撒尿及散佈糞便的方式來標識自己的領域，在爭奪領域時，會互相用角攻擊。
 4. 主要的活動時間為早晨、傍晚及夜間，中午則在陰涼的地方休息或泡水。",草食性。,,,,,,Rhino-W,白犀牛,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Rhino-W/Rhino-W_Pic01.jpg,白犀牛,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Rhino-W/Rhino-W_Pic02.jpg,白犀牛,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Rhino-W/Rhino-W_Pic03.jpg,白犀牛,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Rhino-W/Rhino-W_Pic04.jpg,,,,,,,,,,,,########,135,,
白頸狐猴,,,白頸狐猴,MULTIPOINT ((121.5888302 24.9942472)),非洲動物區,,"Black-and-white ruffed Lemur,Variegated Lemur",Varecia variegata,脊索動物門,哺乳綱,靈長目,狐猴科,極危 CR,馬達加斯加島東部。,中低海拔具有高大喬木、樹冠寬大的原始森林。,"1. 皮毛長而柔軟，兩耳由長而濃密的白色毛髮遮蓋，毛的顏色變化很大，以黑色為主，四肢、背部及頭部有白色的斑紋，因而名為""白頸""。
 2. 兩個不同毛色的亞種中，黑白相間者，毛色的比例依棲地的地理位置而異，較南方者白色部分較多；另一亞種則毛色多為紅色，頸部後方呈白色。","1. 白頸狐猴的活動時間是早晨及黃昏，日行性。尤其下午5-7時是牠們最活躍的時間。
 2. 牠們是樹棲的靈長類動物，在樹枝間穿梭活動，有響亮而特殊的叫聲以宣示領域。
 3. 屬於群居動物。會築巢育兒，一胎通常生1-2隻，與多靈長類不同，剛出生的小狐猴都是由母親用嘴巴叼著移動，並安置在巢中，不會一直抱在身上。",種子、樹葉、花粉等，以水果為主食。,,,,,,Lemur-R,白頸狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-R/Lemur-R_Pic01.jpg,白頸狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-R/Lemur-R_Pic02.jpg,白頸狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-R/Lemur-R_Pic03.jpg,白頸狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-R/Lemur-R_Pic04.jpg,,,,,,,,,,,,########,136,,
伊蘭羚羊,,,,MULTIPOINT ((121.5869164 24.9948999)),非洲動物區,,Common Eland,Taurotragus oryx,脊索動物門,哺乳綱,偶蹄目,牛科,暫無危機 LC,衣索比亞和薩伊南部一直到南非。,開闊地區。,"1. 雄、雌個體差異大，雌羚體色棕褐色帶有垂直白色條紋的外衣，喉部肉垂不明顯；雄羚羊額頭上有一叢深色毛，體色較深帶藍灰色調，年齡越大顏色越灰暗，白色條紋較不明顯，喉部肉垂比雌羚羊明顯。
 2. 雖然雌、雄羚羊頭上都有略成螺旋狀的角，但雄羚羊的角更厚更短。","1. 成群活動，主要棲息於大草原及開闊的林地，逐水草而居沒有領域。通常在晨昏及夜晚覓食、活動，天氣太熱時則躲在陰涼處。
 2. 群體中的雄羚羊有階級制度，位階高的雄羚羊享有交配權利。",草食性。喜歡吃樹葉及多汁的果實，也會吃草及樹根。,,,,,,Eland,伊蘭羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Eland/Eland_Pic01.jpg,伊蘭羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Eland/Eland_Pic02.jpg,伊蘭羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Eland/Eland_Pic03.jpg,伊蘭羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Eland/Eland_Pic04.jpg,,,,,,,,,,,,########,137,,
東非狒狒,,,,MULTIPOINT ((121.5884265 24.9940418)),非洲動物區,,Olive Baboon,Papio anubis,脊索動物門,哺乳綱,靈長目,獼猴科,暫無危機 LC,非洲馬利、衣索比亞、坦尚尼亞北部。,棲息於大草原、草地、開闊的林地、石礫山地等區域。,毛色為橄欖色，臉部黑色無毛，雄性的頸部及肩膀的毛較長，也比較強壯，口鼻部延長，有點像狗，尾巴成倒U形。,"1. 東非狒狒是日行性的動物，主要棲息於大草原、草地、開闊的林地、石礫山地等區域，夜晚可睡在樹上或峭壁面上，通常在地面活動，也會爬樹。
 2. 東非狒狒是群居的動物，每群的大小通常為30-60隻，雌性數量較多，但是雄性地位較高，雄性的狒狒藉由打架及結盟來決定彼此的階級，只有高階的雄狒狒才能與發情中的雌狒狒交配，公狒狒決定群體的移動方向（群體之領導者為公狒狒）。
 3. 非洲的狒狒數量很多，分佈也很廣泛，因為牠們會吃農作物，所以當地的農民非常厭惡狒狒，常有衝突。",雜食性，吃多種植物的各個部份(水果、種子、塊莖、樹根、葉、花)，以及一些無脊椎動物、爬蟲類、鳥、小型哺乳動物等，以取食方便、供應充足為主要的考量因素。,,,,,,Baboon,東非狒狒,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Baboon/Baboon_Pic01.jpg,東非狒狒,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Baboon/Baboon_Pic02.jpg,東非狒狒,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Baboon/Baboon_Pic03.jpg,東非狒狒,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Baboon/Baboon_Pic04.jpg,,,,,,,,,,,,########,138,,
西部低地大猩猩,,,"大猩猩,西部低地大猩猩,西部金剛猩猩",MULTIPOINT ((121.5874207 24.9938291)),非洲動物區,,Gorilla,Gorilla gorilla,脊索動物門,哺乳綱,靈長目,人科,極危 CR,赤道非洲。包括喀麥隆、加彭、剛果、薩伊、烏干達、盧安達、坦尚尼亞。,"棲息於熱帶雨林，從低地一直到海拔3,000m的山地雨林及竹林都有牠們的蹤跡，喜好森林的邊緣、次生林的河邊地等環境。","1. 臉部沒有毛鬚。
2. 毛色為灰色到墨黑色，雄性背上為銀白色。
3. 口鼻部較短，眼睛及耳朵小，鼻孔大。 
4. 前肢下臂比上臂短，手掌大，身軀健壯結實。","1. 大猩猩的雙手非常靈巧，能夠用來收集及處理食物。
 2. 大猩猩於白天活動、覓食；晚上時，雌性及小猩猩會用樹葉及樹枝在樹上作窩睡覺；而體重較重的雄性多於地面築窩，一個窩通常只用一個晚上就不再使用。
 3. 大猩猩是群居的動物，一群約有2-37隻個體，由成年的銀背雄猩猩擔任領導。大猩猩的群體很穩定，成員之間的關係也比黑猩猩來得親密。成年以後的雄猩猩會離開出生的群體，單獨生活或與其他雄猩猩組成單身漢群，直到牠吸引到願與牠共組家庭的雌性；而雌猩猩也會離開原來生長的群體，加入其他的群體，或是與單獨的雄猩猩另組新的家庭。
 4. 大猩猩在遇到威脅的時候，會大聲咆哮，站起來用力捶打胸部，並且四處奔跑、折斷樹枝來威嚇敵人。
5. 活動以地面為主，也善於爬樹，但是不會游泳。",雜食性，以素食為主，食物中85%為樹葉、莖及嫩芽，此外也有根、花、果實及昆蟲，高地大猩猩會吃肉、鳥蛋及雛鳥。,,,,,,Gorilla,金剛猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Gorilla/Gorilla_Pic01.jpg,金剛猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Gorilla/Gorilla_Pic02.jpg,金剛猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Gorilla/Gorilla_Pic03.jpg,金剛猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Gorilla/Gorilla_Pic04.jpg,,,,,,,,,,,,########,139,,
非洲象,,,非洲象,MULTIPOINT ((121.5884534 24.9952111)),非洲動物區,,African Elephant,Loxodonta africana,脊索動物門,哺乳綱,長鼻目,象科,易危 VU,分布在非洲。,大象可在樹林、草原 、熱帶稀樹大草原，甚至半沙漠地區生存。,"1. 頭大脖子短，身軀龐大，四肢長呈圓柱狀，腳短而平，腳底有用來支撐身軀重量的彈性組織，尾巴末端有蓬鬆的毛。
 2. 皮膚為黯淡的棕灰色，長著稀疏的黑色剛毛。
 3. 象牙是長得特別長的上門齒。
 4. 象鼻是由肌肉構成，非常靈活有力，末端上下各有一靈巧的指狀突起。","1. 非洲象的適應力很強，可以在各種環境下生存，包括森林、大草原、沼澤、灌木林及乾燥半沙漠型的灌木林中，由海平面一直到海拔5,000m的地區都有他們的蹤跡，他們選擇棲地的條件是要有充份而乾淨的水源及足夠的食物。
 2. 象鼻的功用很多，可以用來撿拾食物、呼吸、喝水，或是把水噴到身上散熱。非洲象的耳朵長得很大，上面分布了許多微血管，可以用來散熱。
 3. 非洲象是群居的動物，象群主要成員為雌象及他們的子女，由優勢母象領導，非常有組織，也很穩定，領導的地位會一直持續到死亡，再由他們的長女繼承領導地位；當雌象發情時，雄象會加入象群。
 4. 非洲象的象牙可以用來打架、挖掘食物、進食以及作記號，雄象的象牙比雌象粗，也比較長；但是並不是體型越大的象象牙就越長，而是那些體型中等，不喜歡打架，也不會去撞樹的雄象，會長得最長。
 5. 非洲象每天都要尋找水源，他們喜歡在水裡洗澡，或是全身泡在水中，只露出一個鼻尖。
 6. 非洲象的懷孕期長達22個月。
 7. 非洲象個體間具有複雜的溝通方式，如：視覺、觸覺、聲音(包括超音波)等。
 8. 非洲象體型龐大，食量驚人，常常會為了吃樹葉而摧殘樹木，有壓力或是興奮的時候也會把樹推倒，因此有人認為牠們會破壞生態，對於同類或是其他的生物都有負面的影響；其實，在人類尚未開發非洲前，象群對棲地的破壞有助於樹木的更新，使環境更為多樣化，更多種類的植物及動物得以生長於其間。",草食性，以草、樹芽、樹皮、樹枝、根及果實，因季節變化而不同。,,,,,,Elephant-AF,非洲象,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Elephant-AF/Elephant-AF_Pic01.jpg,非洲象,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Elephant-AF/Elephant-AF_Pic02.jpg,非洲象,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Elephant-AF/Elephant-AF_Pic03.jpg,非洲象,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Elephant-AF/Elephant-AF_Pic04.jpg,,,,,,,,,,,,########,140,,
非洲獅,,,非洲獅,MULTIPOINT ((121.5870304 24.9946252)),非洲動物區,,Lion,Panthera leo,脊索動物門,哺乳綱,食肉目,貓科,易危 VU,非洲地區。,具廣泛棲地耐受性，除了熱帶雨林和撒哈拉沙漠的內部，其他棲地、包括森林，莽原，灌木叢和草地都是主要棲地。,"1. 公獅體型比母獅大。
 2. 毛色變化大，從淡黃色到暗棕色都有，腹部和四肢內側顏色較淡，尾巴末端為黑色。
 3. 公獅具有鬃毛，鬃毛顏色有黃色、棕色或紅棕色，隨著年齡的增加而逐漸變深，最後會變成黑色。
 4. 幼獅小時身上有斑點，是保護色長大會消失。","1. 獅子是非洲最大的一種貓科動物，主要在晨昏及夜間活動。
 2. 獅子主要在晨昏及夜間活動，若是成群出動圍捕獵物，其捕獲量會是單獨行動的2倍。在成群出擊時，會採取兩頭包抄或排列成扇形的方式圍捕，儘管如此，獅子狩獵的成功率仍然不高，研究顯示：在61次的出擊中，只有10次成功。
 3. 獅子是群居的動物，每群個體約3-30隻，成員為雄獅、一群有血緣關係的雌獅和牠們的兒女。每一個獅群都有自己的領域，並且用糞便、尿液或是抓地的痕跡來標示領域，任何侵入的陌生雄獅或雌獅都會被趕走。
 4. 個體發育成熟後便會被趕出獅群，避免近親繁殖。",肉食性，以羚羊、長頸鹿、水牛及斑馬等中大型草食動物為捕食對象，有時也會搶奪其他肉食動物的獵物或是吃腐肉，成獅一餐可吃下40kg的肉。,,,,,,Lion,非洲獅,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lion/Lion_Pic01.jpg,非洲獅,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lion/Lion_Pic02.jpg,非洲獅,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lion/Lion_Pic03.jpg,非洲獅,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lion/Lion_Pic04.jpg,,,,,,,,,,,,########,141,,
查普曼斑馬,,,,MULTIPOINT ((121.5865181 24.9952463)),非洲動物區,,Chapman's zebra,Equus burchelli antiquorum,脊索動物門,哺乳綱,奇蹄目,馬科,接近受威脅 NT,衣索比亞南部到安哥拉中部，南非的東部。,"草原、稀疏的林地、開闊的灌木叢或草地上，也曾在海拔4,400m的山區發現過他們的蹤影。",全身都是黑白相間的條紋，但是變異較大，有些黑色條紋較粗，也有些白色條紋較粗，較粗的白色條紋中會有淺色像陰影般的條紋，耳朵較短。,"1. 查普曼斑馬通常棲息在大草原、稀疏的林地、開闊的灌木叢或草地上，也曾在海拔4,400m的山區發現過他們的蹤影。
 2. 雄性在夜間移動時經常鳴叫，活動時間主要在清晨及黃昏。
 3. 查普曼斑馬是群居的動物，由一隻雄斑馬領導4-6隻雌性及牠們的子女，領導的雄斑馬負責保衛群體中其他的斑馬；當牠年邁的時候，牠的領導地位會被其他年輕強壯的雄斑馬取代，年邁的斑馬則加入「單身漢」群繼續生活。
 4. 查普曼斑馬一胎通常一隻，剛生下的小斑馬約有32kg，1小時之內就會跑動，1周之後就會開始吃草，16個月大時斷奶，1-3歲時會離開群體獨立生活。
 5. 雄性在夜間移動時經常鳴叫，活動時間主要在清晨及黃昏。",以草食為主，也吃嫩葉。,,,,,,Zebra-C,查普曼斑馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-C/Zebra-C_Pic01.jpg,查普曼斑馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-C/Zebra-C_Pic02.jpg,查普曼斑馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-C/Zebra-C_Pic03.jpg,查普曼斑馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-C/Zebra-C_Pic04.jpg,,,,,,,,,,,,########,142,,
紅猴,,,,"MULTIPOINT ((121.5877466 24.9940551), (121.5871042 24.9939202))",非洲動物區,,Patas Monkey,Erythrocebus patas,脊索動物門,哺乳綱,靈長目,獼猴科,暫無危機 LC,撒哈拉沙漠以南，從西非的塞內加爾到東非的衣索比亞，向南到坦尚尼亞。,刺槐林地及有明顯乾季的熱帶大草原。,"1. 雌猴體型只有雄猴的一半。
 2. 修長的四肢近乎等長，其背及側邊的毛髮略呈紅棕色。
 3. 雄性比較偏紅色，腹部呈灰白色、淡橙色或紅褐色；臉部的毛色可由黑至淺灰色，且具有白色的髭於嘴邊，成年雄性自頸部到肩部的毛比較長，有點兒像馬的鬃毛，幼猴幾乎全身都是黑色；腿部顏色比較淡，尾巴前段色深至後段則漸淺。","1. 紅猴是日行性的動物，通常生活在乾燥的大草原及稀疏的林地，主要在地面活動，是地棲程度最高的靈長類動物；牠們會不時地用後腳站立向四周瞭望，警戒及躲避危險時，會躲到樹上，或快速逃走。
 2. 紅猴是跑得最快的靈長類動物，時速可達55公里。
 3. 紅猴是群居的動物，每一群平均有15隻成員，包括一隻成年雄性的領導者，與2-8隻成年雌猴。雄猴大部分的時間。
4. 公猴較不具有領域性，且鮮少加入母猴的爭奪。",雜食性動物，食物包括草、野莓、水果、豆類及種子，有時候也會吃蕈類、螞蟻、蚱蜢、蜥蝪及鳥蛋。,,,,,,Monkey-P,紅猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic01.jpg,紅猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic02.jpg,紅猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic03.jpg,紅猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic04.jpg,,,,,,,,,,,,########,143,,
山地斑哥條紋羚,,,斑哥羚羊,MULTIPOINT ((121.5871498 24.9940357)),非洲動物區,,Bongo,Tragelaphus eurycerus,脊索動物門,哺乳綱,偶蹄目,牛科,接近受威脅 NT,非洲中西部。,棲息於平地森林中。,"1. 短毛，由肩部到臀部有豎立的鬃毛，長而蓬鬆的尾巴。
 2. 身體的上半部為鮮豔的栗紅色，腹部為黑色，胸前有一個新月形的斑紋，身體側面有10-16 條白色垂直條紋。
 3. 臉頰、喉部、腿部內側及膝蓋均有白色的斑紋。
 4. 雄羚在年老時體色會逐漸變深，身上的毛色和條紋讓斑哥羚羊在非洲森林中過著「隱士」般的生活，不易被發現。
 5. 雌雄均有螺旋形的角，角的表面光滑。","1. 斑哥羚羊是日行性的動物，主要在晨昏及夜晚活動，通常棲息於平地的森林中，喜歡在濃密的森林裡穿梭。
 2. 斑哥羚羊就像其他吃樹葉的動物一樣，會用後腳站立，將前腳搭在樹幹上取食樹葉，可以搆得到2.5m高的樹葉；有時候會為了獲取鹽分，而去吃被閃電擊中而燒焦的樹幹。
 3. 斑哥羚羊非常害羞，受到驚嚇的話一溜煙就消失了；當牠們跑步時，會把角向後倚靠在背上，避免被藤蔓樹枝糾纏住。所以，比較老的斑哥羚羊的背上還會有角依靠的印子，角的前方則會有與樹枝摩擦的痕跡。
 4. 羚羊的社會中，雄羚會互相比比看誰的角大，或用角頂頂看誰比較有力，希望爭取到高地位。角斷了不會再長，「殘缺的角」對社會地位有不好的影響。",草食性，吃嫩芽、樹葉、水果。,,,,,,Bongo,斑哥條紋羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic01.jpg,斑哥條紋羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic02.jpg,斑哥條紋羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic03.jpg,斑哥條紋羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic04.jpg,,,,,,,,,,,,########,145,,
斑點鬣狗,,,,MULTIPOINT ((121.5887605 24.9946605)),非洲動物區,,Spotted Hyena,Crocuta crocuta,脊索動物門,哺乳綱,食肉目,鬣狗科,暫無危機 LC,非洲撒哈拉沙漠以南，大草原和半沙漠地區。,大草原和半沙漠地區。,"1. 身形像大型的鬥牛犬，口鼻處大而黑。
 2. 在淺棕色的毛色上有不規則的黑點。","1. 是非洲撒哈拉沙漠以南最常見的掠食動物，牠們雖然常被視為食腐肉的動物，但其實牠們的狩獵本領比獅子還厲害。
 2. 牠們通常群體出獵，利用多種聲音進行溝通，有時會派出一頭鬣狗在獵物前巡邏或刻意擺出一副吃飽了的樣子，分散獵物的注意力，其餘鬣狗則伺機突襲獵物。
3.群體中以母系為主，母獸的地位優於公獸，雖然所有母獸都有繁殖機會，但地位較高的母獸有較早懷孕、產仔間隔短的優勢，可以確保較多子代存活的機會。
4.沒有固定的配對關係；交配前公獸會對母獸表現出點頭行為，包含口吻部朝地、快步跑向母獸、低頭、以爪抓地、靠近母獸後方，由於母獸生殖器構造的關係，交配並不易進行。",肉食性。,,,,,,Hyena,斑點鬣狗,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic01.jpg,斑點鬣狗,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic02.jpg,斑點鬣狗,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic03.jpg,斑點鬣狗,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic04.jpg,,,,,,,,,,,,########,146,,
黑猩猩,,,,"MULTIPOINT ((121.5872853 24.9935373), (121.5874878 24.9934595))",非洲動物區,,Chimpanzee,Pan troglodytes,脊索動物門,哺乳綱,靈長目,人科,瀕危 EN,非洲西海岸塞內加爾、幾內亞，以及非洲中部由喀麥隆到坦尚尼亞。,"棲息在熱帶雨林中至海拔3,000公尺的山區森林。","1. 雌性體型較雄性略小，臉部為黑色無毛鬚，眉脊隆起。
 2. 頭部有毛髮，成年後會略禿。
 3. 小黑猩猩的鼻子、耳朵、手掌及腳掌為肉色，身體部份的膚色則每一隻不同，由淡棕色一直到暗黑色都有。","1. 晚上睡覺的時候，黑猩猩會在樹上用樹葉及樹枝做窩，通常只睡一個晚上，偶爾會重覆使用。
 2. 黑猩猩雙手靈巧，可以用來取食，也能夠拿東西丟敵人。以前人們總認為自己是惟一會使用工具的動物，後來發現黑猩猩也是使用工具的高手，牠們會用樹枝或草莖伸進白蟻窩裡，當白蟻爬滿了整根樹枝，再把樹枝抽出來，就可以享受一頓白蟻大餐了。此外，牠們會用石頭來敲開堅果；用木棍把水果從樹上打下來，或是拿來打架；也會拿樹葉舀水喝，或是用來擦拭身體。牠們互相學習如何使用工具，生活在不同地區的黑猩猩所使用的工具也各不相同，形成族群的「文化」。
 3. 黑猩猩是群居的動物，每群數量從15到100隻都有可能，由一隻成年的雄性領導。每群就像一個部落一樣，如果擅闖別群的領域，就有可能會被在邊界巡邏的黑猩猩攻擊，甚至於殺害，曾經發現有一整群的黑猩猩，被相鄰的另一群黑猩猩有計劃的殺死。
 4. 黑猩猩的溝通方式很複雜，包括表情、身體姿勢以及各種不同的叫聲，當兩隻黑猩猩碰面的時後，會互相擁抱親嘴表示歡迎，也會招呼同伴一起來分享食物。
 5. 雌性黑猩猩外生殖器及肛門周圍的皮膚，會隨動情周期呈現鮮紅色澤及腫脹變化，發情時臀部性皮呈饅頭狀，以吸引雄性的注目。發情的雌猩猩會被一大群雄猩猩簇擁著，想要一親芳澤，通常年紀較大、較成熟的雌猩猩比較受到歡迎。
 6. 黑猩猩通常一胎生一隻，小猩猩五歲以內都還相當依賴母親的照顧，母子關係會終生維持。",雜食性；昆蟲部份以白蟻為主，偶爾會捕食幼小的偶蹄動物、狒狒及猴子。,,,,,,Chimp,黑猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Chimp/Chimp_Pic01.jpg,黑猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Chimp/Chimp_Pic02.jpg,黑猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Chimp/Chimp_Pic03.jpg,黑猩猩,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Chimp/Chimp_Pic04.jpg,,,,,,,,,,,,########,147,,
埃及聖䴉,,,聖䴉,MULTIPOINT ((121.5889603 24.9942508)),非洲動物區,,Sacred Ibis,Threskiornis aethiopicus,脊索動物門,鳥綱,鸛形目,䴉科,暫無危機 LC,非洲及馬達加斯加島。,主要棲息於內陸淡水濕地，污水處理廠，鹽田，農田水壩，開闊的森林中的河流，草原和耕地的邊緣，以及沿海潟湖，潮間帶，近海島嶼和紅樹林。,"1. 初級飛羽及次級飛羽的羽端為黑色。
 2. 有很特別的嘴型，又長又黑，又彎又鉤是本屬鳥類中嘴巴最厚的一種。
 3. 在繁殖期，下頸處的皮膚裸露。黑色的飾羽較近似種多而不整齊。成鳥的頭頸部黑色，亞成鳥的頭頸部有白色的條紋。","1. 聖䴉主要生活於內陸的淡水域、草原、農耕地、海岸的潟湖及潮間帶。也會出現在人類的生活環境下，如垃圾堆、農場等。
 2. 聖䴉常成群在白天覓食，直接啄向獵物或在泥地探獵物。
 3. 聖䴉行集體繁殖，常與其他鸛形目的鳥混群繁殖。在樹上或灌叢或島嶼的裸露地面築巢，巢是大型的平台狀，由枝條組成，內襯樹葉及草。一窩有2-3個蛋。",主要吃昆蟲，也會吃甲殼類、軟體動物、魚、青蛙、蜥蜴及小型哺乳類。,,,,,,Ibis-AS,聖䴉,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ibis-AS/Ibis-AS_Pic01.jpg,聖䴉,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ibis-AS/Ibis-AS_Pic02.jpg,聖䴉,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ibis-AS/Ibis-AS_Pic03.jpg,聖䴉tp://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ibis-AS/Ibis-AS_Pic04.jpg,,,,,,,,,,,,########,148,,
